task_id,concept,parameter,trial,hint_concept,hint_param,hint_confidence,hint_concept_correct,hint_param_correct,cross_predicted,cross_gt,cross_correct,within_predicted,within_gt,within_correct,extrap_correct,extrap_confidence,all_correct,elapsed_s
Counting_+1_32,Counting,+1,32,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8006.43
Counting_+1_33,Counting,+1,33,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8009.69
Counting_+1_34,Counting,+1,34,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8012.46
Counting_+1_35,Counting,+1,35,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8015.84
Counting_+1_36,Counting,+1,36,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8019.68
Counting_+1_37,Counting,+1,37,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8024.11
Counting_+1_38,Counting,+1,38,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8028.42
Counting_+1_39,Counting,+1,39,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8033.01
Counting_+1_40,Counting,+1,40,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8036.35
Counting_+1_41,Counting,+1,41,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,-2,+1,False,True,1.0,False,8039.72
Counting_+1_42,Counting,+1,42,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8043.68
Counting_+1_43,Counting,+1,43,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8048.72
Counting_+1_44,Counting,+1,44,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8051.98
Counting_+1_45,Counting,+1,45,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8055.3
Counting_+1_46,Counting,+1,46,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8058.71
Counting_+1_47,Counting,+1,47,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,-1,+1,False,True,1.0,False,8062.78
Counting_+1_48,Counting,+1,48,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8066.73
Counting_+1_49,Counting,+1,49,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,8070.54
Counting_+2_0,Counting,+2,0,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8073.24
Counting_+2_1,Counting,+2,1,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8077.5
Counting_+2_2,Counting,+2,2,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8080.52
Counting_+2_3,Counting,+2,3,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8083.64
Counting_+2_4,Counting,+2,4,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8087.54
Counting_+2_5,Counting,+2,5,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8090.56
Counting_+2_6,Counting,+2,6,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,8094.98
Counting_+2_7,Counting,+2,7,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8097.97
Counting_+2_8,Counting,+2,8,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8102.06
Counting_+2_9,Counting,+2,9,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8105.9
Counting_+2_10,Counting,+2,10,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8109.81
Counting_+2_11,Counting,+2,11,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8113.48
Counting_+2_12,Counting,+2,12,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8116.58
Counting_+2_13,Counting,+2,13,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8121.46
Counting_+2_14,Counting,+2,14,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8124.25
Counting_+2_15,Counting,+2,15,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8127.95
Counting_+2_16,Counting,+2,16,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8130.99
Counting_+2_17,Counting,+2,17,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8134.12
Counting_+2_18,Counting,+2,18,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8138.08
Counting_+2_19,Counting,+2,19,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8141.51
Counting_+2_20,Counting,+2,20,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8144.44
Counting_+2_21,Counting,+2,21,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8148.37
Counting_+2_22,Counting,+2,22,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8151.32
Counting_+2_23,Counting,+2,23,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8154.91
Counting_+2_24,Counting,+2,24,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8158.66
Counting_+2_25,Counting,+2,25,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8162.61
Counting_+2_26,Counting,+2,26,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8166.64
Counting_+2_27,Counting,+2,27,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8169.75
Counting_+2_28,Counting,+2,28,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8173.38
Counting_+2_29,Counting,+2,29,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8177.17
Counting_+2_30,Counting,+2,30,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8181.3
Counting_+2_31,Counting,+2,31,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8186.01
Counting_+2_32,Counting,+2,32,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8188.21
Counting_+2_33,Counting,+2,33,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8191.2
Counting_+2_34,Counting,+2,34,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8195.27
Counting_+2_35,Counting,+2,35,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8198.93
Counting_+2_36,Counting,+2,36,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8202.86
Counting_+2_37,Counting,+2,37,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8206.57
Counting_+2_38,Counting,+2,38,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8210.17
Counting_+2_39,Counting,+2,39,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8213.59
Counting_+2_40,Counting,+2,40,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8217.44
Counting_+2_41,Counting,+2,41,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8220.72
Counting_+2_42,Counting,+2,42,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8224.04
Counting_+2_43,Counting,+2,43,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8229.3
Counting_+2_44,Counting,+2,44,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8231.81
Counting_+2_45,Counting,+2,45,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8235.43
Counting_+2_46,Counting,+2,46,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8239.2
Counting_+2_47,Counting,+2,47,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8243.17
Counting_+2_48,Counting,+2,48,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8247.9
Counting_+2_49,Counting,+2,49,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,8250.68
Counting_-1_1,Counting,-1,1,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8254.32
Counting_-1_2,Counting,-1,2,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8258.2
Counting_-1_0,Counting,-1,0,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8260.54
Counting_-1_4,Counting,-1,4,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8263.48
Counting_-1_3,Counting,-1,3,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,8267.03
Counting_-1_5,Counting,-1,5,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8269.71
Counting_-1_6,Counting,-1,6,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,8272.72
Counting_-1_7,Counting,-1,7,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8276.92
Counting_-1_8,Counting,-1,8,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8281.28
Counting_-1_9,Counting,-1,9,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8283.7
Counting_-1_10,Counting,-1,10,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8286.78
Counting_-1_11,Counting,-1,11,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8289.15
Counting_-1_12,Counting,-1,12,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8293.42
Counting_-1_13,Counting,-1,13,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8298.31
Counting_-1_14,Counting,-1,14,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8300.84
Counting_-1_15,Counting,-1,15,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8303.57
Counting_-1_16,Counting,-1,16,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8306.35
Counting_-1_17,Counting,-1,17,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8310.35
Counting_-1_18,Counting,-1,18,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8313.97
Counting_-1_19,Counting,-1,19,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8317.86
Counting_-1_20,Counting,-1,20,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,8322.4
Counting_-1_21,Counting,-1,21,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8326.25
Counting_-1_22,Counting,-1,22,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8329.78
Counting_-1_23,Counting,-1,23,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,8334.09
Counting_-1_24,Counting,-1,24,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8336.57
Counting_-1_25,Counting,-1,25,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8339.89
Counting_-1_26,Counting,-1,26,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8343.85
Counting_-1_27,Counting,-1,27,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,8347.95
Counting_-1_28,Counting,-1,28,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8351.07
Counting_-1_29,Counting,-1,29,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8354.17
Counting_-1_30,Counting,-1,30,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8357.78
Counting_-1_31,Counting,-1,31,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8361.72
Counting_-1_32,Counting,-1,32,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8365.43
Counting_-1_33,Counting,-1,33,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8369.15
Counting_-1_34,Counting,-1,34,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8374.07
Counting_-1_35,Counting,-1,35,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8375.86
Counting_-1_36,Counting,-1,36,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8378.79
Counting_-1_37,Counting,-1,37,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8381.44
Counting_-1_38,Counting,-1,38,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8384.89
Counting_-1_39,Counting,-1,39,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8387.95
Counting_-1_40,Counting,-1,40,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,8390.97
Counting_-1_41,Counting,-1,41,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8394.72
Counting_-1_42,Counting,-1,42,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8397.99
Counting_-1_43,Counting,-1,43,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8401.55
Counting_-1_44,Counting,-1,44,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,8405.32
Counting_-1_45,Counting,-1,45,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8407.62
Counting_-1_46,Counting,-1,46,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,8411.2
Counting_-1_47,Counting,-1,47,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,8415.39
Counting_-1_48,Counting,-1,48,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8418.11
Counting_-1_49,Counting,-1,49,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,8421.62
Counting_-2_0,Counting,-2,0,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8425.23
Counting_-2_1,Counting,-2,1,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8428.31
Counting_-2_2,Counting,-2,2,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8431.1
Counting_-2_3,Counting,-2,3,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8434.59
Counting_-2_4,Counting,-2,4,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8437.4
Counting_-2_5,Counting,-2,5,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8441.29
Counting_-2_6,Counting,-2,6,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8446.19
Counting_-2_7,Counting,-2,7,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8450.16
Counting_-2_8,Counting,-2,8,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8452.36
Counting_-2_9,Counting,-2,9,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8454.65
Counting_-2_10,Counting,-2,10,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8457.94
Counting_-2_11,Counting,-2,11,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8461.26
Counting_-2_12,Counting,-2,12,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8463.76
Counting_-2_13,Counting,-2,13,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8467.77
Counting_-2_14,Counting,-2,14,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8470.2
Counting_-2_15,Counting,-2,15,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8474.52
Counting_-2_16,Counting,-2,16,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8477.35
Counting_-2_17,Counting,-2,17,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8480.34
Counting_-2_18,Counting,-2,18,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8483.22
Counting_-2_19,Counting,-2,19,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8489.53
Counting_-2_20,Counting,-2,20,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8492.94
Counting_-2_21,Counting,-2,21,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8496.17
Counting_-2_22,Counting,-2,22,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8499.34
Counting_-2_23,Counting,-2,23,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8503.03
Counting_-2_24,Counting,-2,24,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8506.71
Counting_-2_25,Counting,-2,25,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8507.98
Counting_-2_26,Counting,-2,26,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8510.92
Counting_-2_27,Counting,-2,27,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8514.6
Counting_-2_28,Counting,-2,28,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8516.48
Counting_-2_29,Counting,-2,29,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8520.16
Counting_-2_30,Counting,-2,30,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8523.23
Counting_-2_31,Counting,-2,31,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8525.98
Counting_-2_32,Counting,-2,32,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8529.07
Counting_-2_33,Counting,-2,33,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8532.75
Counting_-2_34,Counting,-2,34,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8536.16
Counting_-2_35,Counting,-2,35,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8539.59
Counting_-2_36,Counting,-2,36,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8542.11
Counting_-2_37,Counting,-2,37,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8544.86
Counting_-2_38,Counting,-2,38,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8547.6
Counting_-2_39,Counting,-2,39,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8551.75
Counting_-2_40,Counting,-2,40,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8556.34
Counting_-2_41,Counting,-2,41,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8558.98
Counting_-2_42,Counting,-2,42,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8561.09
Counting_-2_43,Counting,-2,43,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8565.22
Counting_-2_44,Counting,-2,44,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8568.23
Counting_-2_45,Counting,-2,45,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8571.43
Counting_-2_46,Counting,-2,46,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8574.15
Counting_-2_47,Counting,-2,47,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8577.07
Counting_-2_48,Counting,-2,48,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8579.97
Counting_-2_49,Counting,-2,49,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,8583.06
Resize_0.5XY_0,Resize,0.5XY,0,Resize,0.5XY,0.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,8586.43
Resize_0.5XY_1,Resize,0.5XY,1,Resize,0.5XY,0.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,8590.59
