task_id,concept,parameter,trial,hint_concept,hint_param,hint_confidence,hint_concept_correct,hint_param_correct,cross_predicted,cross_gt,cross_correct,within_predicted,within_gt,within_correct,extrap_correct,extrap_confidence,all_correct,elapsed_s
Counting_+2_12,Counting,+2,12,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2061.59
Counting_+2_11,Counting,+2,11,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2062.78
Counting_+2_13,Counting,+2,13,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2063.85
Counting_+2_14,Counting,+2,14,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,2065.88
Counting_+2_15,Counting,+2,15,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-2,+2,False,False,0.67,False,2067.6
Counting_+2_16,Counting,+2,16,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2069.18
Counting_+2_17,Counting,+2,17,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2071.13
Counting_+2_18,Counting,+2,18,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-1,+2,False,True,0.67,False,2075.91
Counting_+2_19,Counting,+2,19,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2076.7
Counting_+2_20,Counting,+2,20,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2077.45
Counting_+2_21,Counting,+2,21,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-2,+2,False,False,0.67,False,2078.9
Counting_+2_22,Counting,+2,22,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2079.89
Counting_+2_23,Counting,+2,23,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,2081.21
Counting_+2_24,Counting,+2,24,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,2083.63
Counting_+2_25,Counting,+2,25,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2084.78
Counting_+2_26,Counting,+2,26,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2085.65
Counting_+2_27,Counting,+2,27,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2086.96
Counting_+2_29,Counting,+2,29,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2088.11
Counting_+2_30,Counting,+2,30,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,False,0.67,False,2089.94
Counting_+2_28,Counting,+2,28,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2091.35
Counting_+2_31,Counting,+2,31,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2092.99
Counting_+2_32,Counting,+2,32,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2094.54
Counting_+2_33,Counting,+2,33,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2096.37
Counting_+2_34,Counting,+2,34,Counting,+2,0.0,True,True,Orientation of objects,Number of objects,False,+2,+2,True,False,1.0,False,2097.7
Counting_+2_35,Counting,+2,35,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2099.15
Counting_+2_36,Counting,+2,36,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2100.33
Counting_+2_37,Counting,+2,37,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,False,1.0,False,2102.12
Counting_+2_38,Counting,+2,38,Counting,+2,0.0,True,True,Color of objects,Number of objects,False,+2,+2,True,True,0.67,False,2103.6
Counting_+2_39,Counting,+2,39,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,2105.02
Counting_+2_40,Counting,+2,40,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2107.05
Counting_+2_41,Counting,+2,41,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-1,+2,False,False,0.67,False,2108.66
Counting_+2_42,Counting,+2,42,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,2110.27
Counting_+2_43,Counting,+2,43,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-2,+2,False,False,0.67,False,2111.57
Counting_+2_44,Counting,+2,44,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,True,0.67,False,2113.19
Counting_+2_45,Counting,+2,45,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,2114.05
Counting_+2_46,Counting,+2,46,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,2115.23
Counting_+2_47,Counting,+2,47,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-1,+2,False,True,0.67,False,2116.49
Counting_+2_48,Counting,+2,48,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,2117.93
Counting_+2_49,Counting,+2,49,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,False,0.67,False,2119.25
Counting_-1_0,Counting,-1,0,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2121.12
Counting_-1_1,Counting,-1,1,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2122.91
Counting_-1_2,Counting,-1,2,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2124.05
Counting_-1_3,Counting,-1,3,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2125.9
Counting_-1_4,Counting,-1,4,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2127.15
Counting_-1_5,Counting,-1,5,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2128.62
Counting_-1_6,Counting,-1,6,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2130.27
Counting_-1_7,Counting,-1,7,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2131.68
Counting_-1_8,Counting,-1,8,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2133.07
Counting_-1_9,Counting,-1,9,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2134.28
Counting_-1_10,Counting,-1,10,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2135.69
Counting_-1_11,Counting,-1,11,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-2,-1,False,False,1.0,False,2137.05
Counting_-1_12,Counting,-1,12,Counting,-1,0.0,True,True,Orientation of objects,Number of objects,False,-1,-1,True,True,0.67,False,2138.47
Counting_-1_13,Counting,-1,13,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2139.7
Counting_-1_14,Counting,-1,14,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2140.92
Counting_-1_15,Counting,-1,15,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,2142.15
Counting_-1_16,Counting,-1,16,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2143.54
Counting_-1_17,Counting,-1,17,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2145.6
Counting_-1_18,Counting,-1,18,Counting,-1,0.0,True,True,Orientation of objects,Number of objects,False,-1,-1,True,False,1.0,False,2146.78
Counting_-1_19,Counting,-1,19,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2148.21
Counting_-1_20,Counting,-1,20,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2149.77
Counting_-1_21,Counting,-1,21,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2151.0
Counting_-1_22,Counting,-1,22,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2152.3
Counting_-1_23,Counting,-1,23,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2153.81
Counting_-1_24,Counting,-1,24,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2154.97
Counting_-1_26,Counting,-1,26,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2158.01
Counting_-1_25,Counting,-1,25,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2158.58
Counting_-1_27,Counting,-1,27,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2159.73
Counting_-1_28,Counting,-1,28,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,2161.66
Counting_-1_29,Counting,-1,29,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2162.57
Counting_-1_30,Counting,-1,30,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2164.15
Counting_-1_31,Counting,-1,31,Counting,-1,0.0,True,True,Size of objects,Number of objects,False,-1,-1,True,False,1.0,False,2165.34
Counting_-1_32,Counting,-1,32,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2166.63
Counting_-1_33,Counting,-1,33,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-2,-1,False,True,1.0,False,2169.22
Counting_-1_34,Counting,-1,34,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2169.81
Counting_-1_35,Counting,-1,35,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2171.25
Counting_-1_37,Counting,-1,37,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2172.48
Counting_-1_36,Counting,-1,36,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2173.8
Counting_-1_38,Counting,-1,38,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,2175.29
Counting_-1_39,Counting,-1,39,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2176.81
Counting_-1_40,Counting,-1,40,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2177.92
Counting_-1_41,Counting,-1,41,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-2,-1,False,True,0.67,False,2179.27
Counting_-1_42,Counting,-1,42,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2180.75
Counting_-1_43,Counting,-1,43,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2182.19
Counting_-1_44,Counting,-1,44,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2183.38
Counting_-1_45,Counting,-1,45,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2185.26
Counting_-1_46,Counting,-1,46,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2186.52
Counting_-1_47,Counting,-1,47,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2187.75
Counting_-1_48,Counting,-1,48,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-2,-1,False,False,0.67,False,2189.43
Counting_-1_49,Counting,-1,49,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,+1,-1,False,True,1.0,False,2191.0
Counting_-2_0,Counting,-2,0,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2192.22
Counting_-2_1,Counting,-2,1,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2193.87
Counting_-2_3,Counting,-2,3,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,2195.23
Counting_-2_2,Counting,-2,2,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,2196.58
Counting_-2_4,Counting,-2,4,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2197.69
Counting_-2_5,Counting,-2,5,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,0.67,False,2198.87
Counting_-2_6,Counting,-2,6,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,+2,-2,False,True,0.67,False,2199.98
Counting_-2_7,Counting,-2,7,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2201.27
Counting_-2_8,Counting,-2,8,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2202.78
Counting_-2_9,Counting,-2,9,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2204.18
Counting_-2_10,Counting,-2,10,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2205.51
Counting_-2_11,Counting,-2,11,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2206.8
Counting_-2_12,Counting,-2,12,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,0.67,False,2209.2
Counting_-2_13,Counting,-2,13,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2211.84
Counting_-2_14,Counting,-2,14,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,0.67,False,2212.13
Counting_-2_15,Counting,-2,15,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2213.44
Counting_-2_16,Counting,-2,16,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2214.55
Counting_-2_17,Counting,-2,17,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2216.52
Counting_-2_18,Counting,-2,18,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2217.39
Counting_-2_19,Counting,-2,19,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2218.68
Counting_-2_20,Counting,-2,20,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2220.08
Counting_-2_21,Counting,-2,21,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2221.71
Counting_-2_22,Counting,-2,22,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,1.0,False,2222.99
Counting_-2_23,Counting,-2,23,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2224.11
Counting_-2_24,Counting,-2,24,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2225.44
Counting_-2_25,Counting,-2,25,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2226.75
Counting_-2_26,Counting,-2,26,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2228.3
Counting_-2_27,Counting,-2,27,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,0.67,False,2229.53
Counting_-2_28,Counting,-2,28,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,+2,-2,False,True,0.67,False,2231.33
Counting_-2_29,Counting,-2,29,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,1.0,False,2232.67
Counting_-2_30,Counting,-2,30,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,2234.16
Counting_-2_31,Counting,-2,31,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2235.59
Counting_-2_32,Counting,-2,32,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,+2,-2,False,False,0.67,False,2236.65
Counting_-2_33,Counting,-2,33,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,0.67,False,2238.19
Counting_-2_34,Counting,-2,34,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,2240.5
Counting_-2_35,Counting,-2,35,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2241.04
Counting_-2_36,Counting,-2,36,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2241.96
Counting_-2_37,Counting,-2,37,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2243.51
Counting_-2_38,Counting,-2,38,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2244.88
Counting_-2_39,Counting,-2,39,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,2246.41
Counting_-2_40,Counting,-2,40,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2247.93
Counting_-2_41,Counting,-2,41,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2249.26
Counting_-2_42,Counting,-2,42,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2250.7
Counting_-2_43,Counting,-2,43,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2251.97
Counting_-2_44,Counting,-2,44,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2253.11
Counting_-2_45,Counting,-2,45,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2254.42
Counting_-2_46,Counting,-2,46,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2256.16
Counting_-2_47,Counting,-2,47,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2257.54
Counting_-2_48,Counting,-2,48,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2259.07
Counting_-2_49,Counting,-2,49,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,2260.33
Resize_0.5XY_0,Resize,0.5XY,0,Resize,0.5XY,0.0,True,True,Orientation of objects,Size of objects,False,0.5XY,0.5XY,True,False,1.0,False,2261.62
Resize_0.5XY_1,Resize,0.5XY,1,Resize,0.5XY,0.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,2262.92
