task_id,concept,parameter,trial,hint_concept,hint_param,hint_confidence,hint_concept_correct,hint_param_correct,cross_predicted,cross_gt,cross_correct,within_predicted,within_gt,within_correct,extrap_correct,extrap_confidence,all_correct,elapsed_s
Counting_+1_19,Counting,+1,19,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,4306.3
Counting_+1_20,Counting,+1,20,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4310.02
Counting_+1_21,Counting,+1,21,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4314.22
Counting_+1_22,Counting,+1,22,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,4318.33
Counting_+1_23,Counting,+1,23,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4322.48
Counting_+1_24,Counting,+1,24,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4325.95
Counting_+1_25,Counting,+1,25,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4329.89
Counting_+1_26,Counting,+1,26,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,1.0,False,4333.8
Counting_+1_27,Counting,+1,27,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,4337.53
Counting_+1_28,Counting,+1,28,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,4340.25
Counting_+1_29,Counting,+1,29,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4343.8
Counting_+1_30,Counting,+1,30,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,4346.87
Counting_+1_31,Counting,+1,31,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,1.0,False,4350.9
Counting_+1_32,Counting,+1,32,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4355.13
Counting_+1_33,Counting,+1,33,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,4359.76
Counting_+1_34,Counting,+1,34,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4363.99
Counting_+1_35,Counting,+1,35,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,1.0,False,4369.75
Counting_+1_36,Counting,+1,36,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,4373.64
Counting_+1_37,Counting,+1,37,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,4377.12
Counting_+1_38,Counting,+1,38,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,4380.7
Counting_+1_39,Counting,+1,39,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4384.54
Counting_+1_40,Counting,+1,40,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,4388.4
Counting_+1_41,Counting,+1,41,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,4392.17
Counting_+1_42,Counting,+1,42,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4396.11
Counting_+1_43,Counting,+1,43,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,4399.92
Counting_+1_44,Counting,+1,44,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4404.17
Counting_+1_45,Counting,+1,45,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4408.21
Counting_+1_46,Counting,+1,46,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4412.59
Counting_+1_47,Counting,+1,47,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4416.97
Counting_+1_48,Counting,+1,48,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4421.46
Counting_+1_49,Counting,+1,49,Counting,+1,0.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,4426.09
Counting_+2_0,Counting,+2,0,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4430.18
Counting_+2_1,Counting,+2,1,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-1,+2,False,False,0.0,False,4435.05
Counting_+2_2,Counting,+2,2,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,4437.27
Counting_+2_3,Counting,+2,3,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,True,0.67,False,4442.5
Counting_+2_4,Counting,+2,4,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4446.09
Counting_+2_5,Counting,+2,5,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4450.05
Counting_+2_6,Counting,+2,6,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4454.07
Counting_+2_7,Counting,+2,7,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4458.4
Counting_+2_8,Counting,+2,8,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4461.5
Counting_+2_9,Counting,+2,9,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4465.64
Counting_+2_10,Counting,+2,10,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4469.32
Counting_+2_11,Counting,+2,11,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,-2,+2,False,True,1.0,False,4473.41
Counting_+2_12,Counting,+2,12,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4476.16
Counting_+2_13,Counting,+2,13,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4480.42
Counting_+2_14,Counting,+2,14,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4484.74
Counting_+2_15,Counting,+2,15,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4489.22
Counting_+2_16,Counting,+2,16,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4492.83
Counting_+2_17,Counting,+2,17,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4497.18
Counting_+2_18,Counting,+2,18,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4500.71
Counting_+2_19,Counting,+2,19,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4505.14
Counting_+2_20,Counting,+2,20,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4509.25
Counting_+2_21,Counting,+2,21,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4513.54
Counting_+2_22,Counting,+2,22,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,4517.95
Counting_+2_23,Counting,+2,23,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,4522.54
Counting_+2_24,Counting,+2,24,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4526.19
Counting_+2_25,Counting,+2,25,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4529.11
Counting_+2_26,Counting,+2,26,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4531.39
Counting_+2_27,Counting,+2,27,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4535.19
Counting_+2_28,Counting,+2,28,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,4539.49
Counting_+2_29,Counting,+2,29,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4542.8
Counting_+2_30,Counting,+2,30,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4546.68
Counting_+2_31,Counting,+2,31,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4550.28
Counting_+2_32,Counting,+2,32,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4555.16
Counting_+2_33,Counting,+2,33,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4560.76
Counting_+2_34,Counting,+2,34,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4565.35
Counting_+2_35,Counting,+2,35,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4569.56
Counting_+2_36,Counting,+2,36,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4572.76
Counting_+2_37,Counting,+2,37,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4577.15
Counting_+2_38,Counting,+2,38,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4580.48
Counting_+2_39,Counting,+2,39,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4584.17
Counting_+2_40,Counting,+2,40,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,4587.36
Counting_+2_41,Counting,+2,41,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,4590.89
Counting_+2_42,Counting,+2,42,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,4594.77
Counting_+2_43,Counting,+2,43,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+1,+2,False,False,0.67,False,4597.93
Counting_+2_44,Counting,+2,44,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4600.94
Counting_+2_45,Counting,+2,45,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4605.41
Counting_+2_46,Counting,+2,46,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4610.18
Counting_+2_47,Counting,+2,47,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,4614.25
Counting_+2_48,Counting,+2,48,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,4618.01
Counting_+2_49,Counting,+2,49,Counting,+2,0.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,4621.91
Counting_-1_0,Counting,-1,0,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4625.79
Counting_-1_1,Counting,-1,1,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4630.16
Counting_-1_2,Counting,-1,2,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4634.18
Counting_-1_3,Counting,-1,3,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4638.58
Counting_-1_4,Counting,-1,4,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4642.62
Counting_-1_5,Counting,-1,5,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4647.34
Counting_-1_6,Counting,-1,6,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4651.06
Counting_-1_7,Counting,-1,7,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4655.31
Counting_-1_8,Counting,-1,8,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4658.03
Counting_-1_9,Counting,-1,9,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4661.88
Counting_-1_10,Counting,-1,10,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4665.57
Counting_-1_12,Counting,-1,12,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4673.6
Counting_-1_13,Counting,-1,13,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,4680.02
Counting_-1_11,Counting,-1,11,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4680.05
Counting_-1_14,Counting,-1,14,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4684.61
Counting_-1_15,Counting,-1,15,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4687.47
Counting_-1_16,Counting,-1,16,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.5,False,4694.16
Counting_-1_17,Counting,-1,17,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4698.22
Counting_-1_19,Counting,-1,19,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4700.2
Counting_-1_18,Counting,-1,18,Counting,-1,0.0,True,True,Size of objects,Number of objects,False,-1,-1,True,False,0.0,False,4704.03
Counting_-1_20,Counting,-1,20,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,4708.43
Counting_-1_21,Counting,-1,21,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4713.49
Counting_-1_22,Counting,-1,22,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4716.68
Counting_-1_23,Counting,-1,23,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4720.69
Counting_-1_24,Counting,-1,24,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,4724.64
Counting_-1_25,Counting,-1,25,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4728.74
Counting_-1_26,Counting,-1,26,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4732.69
Counting_-1_27,Counting,-1,27,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4736.78
Counting_-1_28,Counting,-1,28,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4740.39
Counting_-1_29,Counting,-1,29,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,4744.43
Counting_-1_30,Counting,-1,30,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4746.47
Counting_-1_31,Counting,-1,31,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4749.94
Counting_-1_32,Counting,-1,32,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,4754.12
Counting_-1_33,Counting,-1,33,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.5,False,4757.79
Counting_-1_34,Counting,-1,34,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4761.9
Counting_-1_35,Counting,-1,35,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4766.51
Counting_-1_36,Counting,-1,36,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,4771.04
Counting_-1_37,Counting,-1,37,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4774.54
Counting_-1_38,Counting,-1,38,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4778.93
Counting_-1_39,Counting,-1,39,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4782.64
Counting_-1_40,Counting,-1,40,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4786.29
Counting_-1_41,Counting,-1,41,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,4789.9
Counting_-1_42,Counting,-1,42,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4793.3
Counting_-1_43,Counting,-1,43,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4797.5
Counting_-1_44,Counting,-1,44,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4802.06
Counting_-1_45,Counting,-1,45,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4805.72
Counting_-1_46,Counting,-1,46,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4809.58
Counting_-1_47,Counting,-1,47,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4813.64
Counting_-1_48,Counting,-1,48,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4817.39
Counting_-1_49,Counting,-1,49,Counting,-1,0.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,4821.04
Counting_-2_0,Counting,-2,0,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4824.81
Counting_-2_1,Counting,-2,1,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4829.19
Counting_-2_2,Counting,-2,2,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4833.95
Counting_-2_3,Counting,-2,3,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4837.55
Counting_-2_4,Counting,-2,4,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4841.86
Counting_-2_5,Counting,-2,5,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4845.51
Counting_-2_6,Counting,-2,6,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4850.57
Counting_-2_7,Counting,-2,7,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4854.51
Counting_-2_8,Counting,-2,8,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4858.77
Counting_-2_9,Counting,-2,9,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,4863.43
Counting_-2_10,Counting,-2,10,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4866.93
Counting_-2_11,Counting,-2,11,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4872.48
Counting_-2_12,Counting,-2,12,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4875.81
Counting_-2_13,Counting,-2,13,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4880.7
Counting_-2_14,Counting,-2,14,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4884.18
Counting_-2_15,Counting,-2,15,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4888.73
Counting_-2_16,Counting,-2,16,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4891.91
Counting_-2_17,Counting,-2,17,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4893.15
Counting_-2_18,Counting,-2,18,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4896.6
Counting_-2_19,Counting,-2,19,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4900.5
Counting_-2_20,Counting,-2,20,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4904.74
Counting_-2_21,Counting,-2,21,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4909.31
Counting_-2_22,Counting,-2,22,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4914.22
Counting_-2_23,Counting,-2,23,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4917.5
Counting_-2_24,Counting,-2,24,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4922.33
Counting_-2_25,Counting,-2,25,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4923.8
Counting_-2_26,Counting,-2,26,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,4927.88
Counting_-2_27,Counting,-2,27,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,4932.07
Counting_-2_28,Counting,-2,28,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4935.97
Counting_-2_29,Counting,-2,29,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4940.63
Counting_-2_30,Counting,-2,30,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,4944.26
Counting_-2_31,Counting,-2,31,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4948.59
Counting_-2_32,Counting,-2,32,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,4953.22
Counting_-2_33,Counting,-2,33,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4956.98
Counting_-2_34,Counting,-2,34,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4961.62
Counting_-2_35,Counting,-2,35,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,4965.68
Counting_-2_36,Counting,-2,36,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,4968.6
Counting_-2_37,Counting,-2,37,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,4972.06
Counting_-2_38,Counting,-2,38,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,4975.61
Counting_-2_39,Counting,-2,39,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,4980.06
Counting_-2_40,Counting,-2,40,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4984.7
Counting_-2_41,Counting,-2,41,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4988.66
Counting_-2_42,Counting,-2,42,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,4992.07
Counting_-2_43,Counting,-2,43,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,4996.51
Counting_-2_44,Counting,-2,44,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,5002.06
Counting_-2_45,Counting,-2,45,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,5005.42
Counting_-2_46,Counting,-2,46,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,5008.34
Counting_-2_47,Counting,-2,47,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,5012.55
Counting_-2_48,Counting,-2,48,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,5016.18
Counting_-2_49,Counting,-2,49,Counting,-2,0.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,5020.19
Resize_0.5XY_0,Resize,0.5XY,0,Resize,0.5XY,0.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,5022.26
Resize_0.5XY_1,Resize,0.5XY,1,Resize,0.5XY,0.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,5028.0
