task_id,concept,parameter,trial,hint_concept,hint_param,hint_confidence,hint_concept_correct,hint_param_correct,cross_predicted,cross_gt,cross_correct,within_predicted,within_gt,within_correct,extrap_correct,extrap_confidence,all_correct,elapsed_s
Counting_+1_24,Counting,+1,24,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,445.93
Counting_+1_27,Counting,+1,27,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,455.09
Counting_+1_28,Counting,+1,28,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,468.39
Counting_+1_29,Counting,+1,29,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,484.61
Counting_+1_30,Counting,+1,30,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,516.04
Counting_+1_32,Counting,+1,32,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,535.15
Counting_+1_33,Counting,+1,33,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,540.83
Counting_+1_31,Counting,+1,31,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,555.01
Counting_+1_34,Counting,+1,34,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,560.72
Counting_+1_35,Counting,+1,35,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,570.72
Counting_+1_36,Counting,+1,36,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,584.74
Counting_+1_39,Counting,+1,39,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,604.74
Counting_+1_38,Counting,+1,38,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,618.34
Counting_+1_37,Counting,+1,37,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,630.36
Counting_+1_40,Counting,+1,40,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,633.37
Counting_+1_41,Counting,+1,41,Counting,+1,1.0,True,True,Size of objects,Number of objects,False,+1,+1,True,True,1.0,False,666.17
Counting_+1_42,Counting,+1,42,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,682.83
Counting_+1_44,Counting,+1,44,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.0,False,706.65
Counting_+1_45,Counting,+1,45,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,720.77
Counting_+1_46,Counting,+1,46,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,732.03
Counting_+1_47,Counting,+1,47,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,759.16
Counting_+1_43,Counting,+1,43,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,False,0.67,False,780.5
Counting_+1_48,Counting,+1,48,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,790.58
Counting_+1_49,Counting,+1,49,Counting,+1,1.0,True,True,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,796.1
Counting_+2_0,Counting,+2,0,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,810.54
Counting_+2_1,Counting,+2,1,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,828.89
Counting_+2_2,Counting,+2,2,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,839.84
Counting_+2_3,Counting,+2,3,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,874.92
Counting_+2_5,Counting,+2,5,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,892.78
Counting_+2_6,Counting,+2,6,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,911.17
Counting_+2_7,Counting,+2,7,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,931.15
Counting_+2_4,Counting,+2,4,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,934.84
Counting_+2_9,Counting,+2,9,Counting,+1,1.0,True,False,Number of objects,Number of objects,True,+2,+1,False,True,0.67,False,958.44
Counting_+2_8,Counting,+2,8,Counting,+1,1.0,True,False,Number of objects,Number of objects,True,+1,+1,True,True,1.0,True,964.07
Counting_+2_11,Counting,+2,11,Counting,+1,1.0,True,False,Number of objects,Number of objects,True,+1,+1,True,False,0.5,False,973.54
Counting_+2_10,Counting,+2,10,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,989.98
Counting_+2_12,Counting,+2,12,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,994.83
Counting_+2_13,Counting,+2,13,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,1008.02
Counting_+2_14,Counting,+2,14,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,1047.92
Counting_+2_15,Counting,+2,15,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,1056.36
Counting_+2_16,Counting,+2,16,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,1086.95
Counting_+2_17,Counting,+2,17,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1090.31
Counting_+2_18,Counting,+2,18,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,1101.13
Counting_+2_20,Counting,+2,20,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1121.16
Counting_+2_19,Counting,+2,19,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1125.66
Counting_+2_21,Counting,+2,21,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,1146.14
Counting_+2_23,Counting,+2,23,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1173.18
Counting_+2_22,Counting,+2,22,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,1187.8
Counting_+2_24,Counting,+2,24,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,1192.79
Counting_+2_25,Counting,+2,25,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1197.52
Counting_+2_26,Counting,+2,26,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1204.67
Counting_+2_27,Counting,+2,27,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,1220.79
Counting_+2_28,Counting,+2,28,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1232.66
Counting_+2_29,Counting,+2,29,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1249.23
Counting_+2_30,Counting,+2,30,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1280.66
Counting_+2_32,Counting,+2,32,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1298.39
Counting_+2_31,Counting,+2,31,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,1301.23
Counting_+2_34,Counting,+2,34,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1326.82
Counting_+2_33,Counting,+2,33,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1332.89
Counting_+2_35,Counting,+2,35,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1340.9
Counting_+2_36,Counting,+2,36,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1363.65
Counting_+2_39,Counting,+2,39,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1386.57
Counting_+2_38,Counting,+2,38,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1388.72
Counting_+2_37,Counting,+2,37,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,1399.77
Counting_+2_41,Counting,+2,41,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1415.4
Counting_+2_40,Counting,+2,40,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,1.0,False,1424.86
Counting_+2_42,Counting,+2,42,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1428.95
Counting_+2_43,Counting,+2,43,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1441.0
Counting_+2_45,Counting,+2,45,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1469.81
Counting_+2_46,Counting,+2,46,Counting,+1,1.0,True,False,Number of objects,Number of objects,True,+1,+1,True,True,0.67,True,1488.95
Counting_+2_44,Counting,+2,44,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,1.0,True,1543.92
Counting_+2_47,Counting,+2,47,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.67,False,1543.97
Counting_+2_48,Counting,+2,48,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,False,0.0,False,1556.0
Counting_+2_49,Counting,+2,49,Counting,+2,1.0,True,True,Number of objects,Number of objects,True,+2,+2,True,True,0.67,True,1569.28
Counting_-1_0,Counting,-1,0,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1573.28
Counting_-1_1,Counting,-1,1,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,1590.61
Counting_-1_2,Counting,-1,2,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1609.0
Counting_-1_3,Counting,-1,3,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1618.04
Counting_-1_4,Counting,-1,4,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,1631.09
Counting_-1_5,Counting,-1,5,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1642.88
Counting_-1_6,Counting,-1,6,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1655.64
Counting_-1_9,Counting,-1,9,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1689.83
Counting_-1_7,Counting,-1,7,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1690.7
Counting_-1_10,Counting,-1,10,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1701.97
Counting_-1_11,Counting,-1,11,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,1720.61
Counting_-1_13,Counting,-1,13,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1749.93
Counting_-1_12,Counting,-1,12,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,1757.35
Counting_-1_14,Counting,-1,14,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1775.76
Counting_-1_16,Counting,-1,16,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1801.62
Counting_-1_15,Counting,-1,15,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,1812.17
Counting_-1_8,Counting,-1,8,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1823.69
Counting_-1_18,Counting,-1,18,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,1833.4
Counting_-1_17,Counting,-1,17,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1841.69
Counting_-1_19,Counting,-1,19,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1859.96
Counting_-1_21,Counting,-1,21,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1881.67
Counting_-1_22,Counting,-1,22,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1887.62
Counting_-1_23,Counting,-1,23,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1912.16
Counting_-1_24,Counting,-1,24,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1942.35
Counting_-1_20,Counting,-1,20,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1946.73
Counting_-1_26,Counting,-1,26,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1969.96
Counting_-1_27,Counting,-1,27,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,1978.62
Counting_-1_25,Counting,-1,25,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,1980.68
Counting_-1_28,Counting,-1,28,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2010.88
Counting_-1_29,Counting,-1,29,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2012.84
Counting_-1_30,Counting,-1,30,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2022.28
Counting_-1_31,Counting,-1,31,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2031.29
Counting_-1_32,Counting,-1,32,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2066.54
Counting_-1_33,Counting,-1,33,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.67,False,2073.76
Counting_-1_34,Counting,-1,34,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2081.79
Counting_-1_36,Counting,-1,36,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2103.3
Counting_-1_37,Counting,-1,37,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2130.79
Counting_-1_35,Counting,-1,35,Counting,-1,1.0,True,True,Size of objects,Number of objects,False,-1,-1,True,True,1.0,False,2151.11
Counting_-1_39,Counting,-1,39,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2162.62
Counting_-1_40,Counting,-1,40,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,0.67,True,2179.99
Counting_-1_41,Counting,-1,41,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2190.79
Counting_-1_42,Counting,-1,42,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,1.0,False,2203.05
Counting_-1_38,Counting,-1,38,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2207.95
Counting_-1_43,Counting,-1,43,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2216.09
Counting_-1_45,Counting,-1,45,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,False,0.0,False,2223.44
Counting_-1_46,Counting,-1,46,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2243.87
Counting_-1_44,Counting,-1,44,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2265.82
Counting_-1_47,Counting,-1,47,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2274.4
Counting_-1_49,Counting,-1,49,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2283.76
Counting_-1_48,Counting,-1,48,Counting,-1,1.0,True,True,Number of objects,Number of objects,True,-1,-1,True,True,1.0,True,2305.25
Counting_-2_1,Counting,-2,1,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2324.55
Counting_-2_2,Counting,-2,2,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,2346.86
Counting_-2_3,Counting,-2,3,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.0,False,2365.61
Counting_-2_0,Counting,-2,0,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2388.8
Counting_-2_5,Counting,-2,5,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2392.44
Counting_-2_4,Counting,-2,4,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2399.48
Counting_-2_6,Counting,-2,6,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2405.27
Counting_-2_7,Counting,-2,7,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2420.83
Counting_-2_8,Counting,-2,8,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2446.08
Counting_-2_9,Counting,-2,9,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,2466.32
Counting_-2_10,Counting,-2,10,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2507.18
Counting_-2_11,Counting,-2,11,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2510.2
Counting_-2_12,Counting,-2,12,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2518.15
Counting_-2_14,Counting,-2,14,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2555.82
Counting_-2_13,Counting,-2,13,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2572.65
Counting_-2_16,Counting,-2,16,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2583.21
Counting_-2_17,Counting,-2,17,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2615.4
Counting_-2_18,Counting,-2,18,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2639.92
Counting_-2_15,Counting,-2,15,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2642.31
Counting_-2_19,Counting,-2,19,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2672.57
Counting_-2_21,Counting,-2,21,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2677.37
Counting_-2_20,Counting,-2,20,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2692.06
Counting_-2_22,Counting,-2,22,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2713.95
Counting_-2_23,Counting,-2,23,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2735.48
Counting_-2_25,Counting,-2,25,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2761.52
Counting_-2_24,Counting,-2,24,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2773.46
Counting_-2_26,Counting,-2,26,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,2787.46
Counting_-2_27,Counting,-2,27,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-1,-2,False,False,0.67,False,2798.77
Counting_-2_28,Counting,-2,28,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2815.32
Counting_-2_29,Counting,-2,29,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2836.25
Counting_-2_30,Counting,-2,30,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-1,-2,False,True,1.0,False,2852.31
Counting_-2_31,Counting,-2,31,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2868.81
Counting_-2_32,Counting,-2,32,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,2897.9
Counting_-2_34,Counting,-2,34,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2915.24
Counting_-2_33,Counting,-2,33,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2947.42
Counting_-2_36,Counting,-2,36,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,2974.08
Counting_-2_37,Counting,-2,37,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,2984.22
Counting_-2_35,Counting,-2,35,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,2999.85
Counting_-2_39,Counting,-2,39,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3002.6
Counting_-2_38,Counting,-2,38,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.67,False,3015.4
Counting_-2_41,Counting,-2,41,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,3343.76
Counting_-2_40,Counting,-2,40,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3355.97
Counting_-2_42,Counting,-2,42,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3358.71
Counting_-2_43,Counting,-2,43,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3391.09
Counting_-2_45,Counting,-2,45,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3403.89
Counting_-2_44,Counting,-2,44,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3412.25
Counting_-2_47,Counting,-2,47,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,0.67,True,3445.37
Counting_-2_46,Counting,-2,46,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,0.0,False,3449.99
Counting_-2_48,Counting,-2,48,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,False,1.0,False,3483.09
Counting_-2_49,Counting,-2,49,Counting,-2,1.0,True,True,Number of objects,Number of objects,True,-2,-2,True,True,1.0,True,3490.21
Resize_0.5XY_1,Resize,0.5XY,1,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,3522.07
Resize_0.5XY_2,Resize,0.5XY,2,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,3553.14
