task_id,correct,predicted_rows,gt_rows,elapsed_s,raw_response
b9e38dc0,False,15,15,16.38,"1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 4 4 1 1 1 1 4 4 4 1 1
1 1 1 1 3 1 1 1 1 1 4 4 1 4 4 4 4 1 1
1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 1 1
1 1 8 1 1 1 1 1 1 1 1 1 1 1 2 4 4 1 1
1 1 1 1 1 1 3 1 1 1 1 1 4 4 4 4 4 1 1
1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 1 1 1
1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 "
2b83f449,False,17,19,16.81,"8 8 8 8 6 8 8 8 8 8 8 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 8 6 8 0 0 0 0 0
3 3 8 8 6 8 8 8 8 8 8 8 8 6 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 8 6 8 0 0
8 8 8 8 8 8 6 0 8 8 8 8 8 6 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 8 8 6 8 8 8 8 8 8 8 8 8 8 8 8 8
0 0 0 0 0 0 8 6 8 0 0 0 0 0 0 0 0
3 3 8 6 8 8 8 8 8 8 8 8 8 8 8 8 8
0 0 0 8 6 8 0 0 0 0 0 0 0 0 0 0 0
8 8 8 8 8 8 8 8 8 8 0 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 8 6 8 0 0 0 0 0
8 8 8 6 8 8 8 8 8 8 8 8 "
62593bfd_1,False,19,19,17.01,"9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 4 4 9 9 9 9 3 3 3 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9 3 9 3 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 "
9aaea919,False,35,30,17.72,"4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4  
4 4 "
e12f9a14_1,False,30,30,17.83,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 3 8 3 3 8 8 8 8 8 8 8 8 3 3 3 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 2 2 3 8 8 8 8 8 8 8 3 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 3 2 2 3 8 8 8 8 8 8 8 3 4 4 3 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 3 3 3 8 8 8 8 8 8 8 8 3 8 3 3 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 "
e12f9a14_0,False,31,30,18.0,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 2 2 8 0 0 0 0
0 0 0 0 0 0 0 0 0 0 "
eee78d87,False,16,16,18.83,"0 7 7 0 7 7 0 7 7 0 7 7 0 7 7 0
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
0 7 7 0 7 7 0 7 7 0 7 7 0 7 7 0
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
7 0 0 7 0 9 7 9 9 7 9 0 7 0 0 7
0 7 7 0 7 7 9 7 7 9 7 7 0 7 7 0
7 0 0 7 0 9 7 9 9 7 9 0 7 0 0 7
7 0 0 7 0 9 7 9 9 7 9 0 7 0 0 7
0 7 7 0 7 7 9 7 7 9 7 7 0 7 7 0
7 0 0 7 0 9 7 9 9 7 9 0 7 0 0 7
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
0 7 7 0 7 7 0 7 7 0 7 7 0 7 7 0
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7
0 7 7 0 7 7 0 7 7 0 "
67e490f4,False,13,7,19.4,"1 1 1 1 1 1 1 1 1 1 1 1 1
1 4 4 1 1 1 5 1 1 1 4 4 1
1 4 1 1 1 1 1 1 1 1 1 4 1
1 1 1 3 3 3 1 3 3 3 1 1 1
1 1 1 3 1 1 1 1 1 3 1 1 1
1 1 1 3 1 1 7 1 1 3 1 1 1
1 5 1 1 1 7 7 7 1 1 1 5 1
1 1 1 3 1 1 7 1 1 3 1 1 1
1 1 1 3 1 1 1 1 1 3 1 1 1
1 1 1 3 3 3 1 3 3 3 1 1 1
1 4 1 1 1 1 1 1 1 1 1 4 1
1 4 4 1 1 1 5 1 1 1 4 4 1
1 1 1 1 1 1 1 1 1 1 1 1 1"
195c6913_0,False,30,30,21.34,"4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4
4 4 4 4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4 4
4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4
4 4 7 7 7 7 7 4 4 4 "
581f7754_0,False,14,14,21.57,"8 8 8 6 6 6 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 6 4 6 8 8 8 8 8 8 8 4 6 4 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 8 8 8 8
6 8 8 8 8 8 2 8 8 8 8 8 8 8 4 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 4 8 8 2 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 4 4 4 8 8 8 8 4 8 8 8 8 8 8 3 3 3
8 2 8 4 8 4 8 8 4 4 4 8 8 8 8 8 8 3 8 3
8 8 8 4 4 4 8 8 4 4 6 8 8 8 8 8 8 3 8 3
8 8 8 8 6 8 8 8 8 8 4 8 8 8 8 8 8 3 6 3
4 8 8 8 8 8 8 8 8 8 8 8 2 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2 8 8 8 8 8 8 8 8 8 "
581f7754_1,False,11,11,22.07,"4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 4 4 4 4 4 4 4
4 4 4 1 1 1 4 4 4 4 4 4 3 1 4 4 4 4 4 4 4 4
4 4 4 1 1 1 4 4 4 4 4 4 4 1 4 4 4 4 4 4 4 4
4 4 4 4 4 1 1 1 4 4 4 4 4 1 4 4 4 4 4 4 4 2
4 4 4 4 2 1 4 4 4 4 4 4 4 1 4 4 4 1 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 1 1 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 2 1 4 8 4 1 4 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 2 4 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 1 1 4 4 4 4 4 4 4 4 4 8
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4"
db695cfb,False,26,25,24.47,"3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 1 3 3 3
3 3 1 3 3 3 3 3 3 3 1 3 3 3 3 3 1 3 3 3 3
3 1 3 3 3 3 3 3 3 1 3 3 3 3 3 1 3 3 3 3 3
1 3 3 3 6 3 3 3 1 3 3 3 3 3 1 3 3 3 3 3 3
3 3 1 3 3 3 3 1 3 3 3 3 3 1 3 3 3 3 3 3 3
3 1 3 3 3 3 6 3 3 3 3 3 1 3 3 3 3 3 3 3 3
1 3 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 1 3 1 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 "
6e4f6532_1,False,28,30,24.56,"3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3  
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 1 0 0 0 0 0 0 0 0 0 0 "
97d7923e,False,10,10,25.5,"1 2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0  
0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0  
0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0  
0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 1 0  
0 5 0 4 0 0 0 0 3 0 0 0 0 0 0 0 1 0 1 0  
0 5 0 5 0 0 0 0 3 0 3 0 0 0 0 0 1 0 1 1  
0 5 0 5 0 0 3 0 3 0 3 0 0 2 0 4 1 0 1 1  
0 5 0 5 0 0 5 0 3 0 3 0 0 5 0 5 1 0 1 1  
0 2 0 4 0 0 3 0 3 0 3 0 0 2 0 4 1 0 1 1  "
195c6913_1,False,30,30,25.69,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 8 8 8 8 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 "
6e4f6532_0,False,29,30,26.12,"4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 3 3
1 1 7 7 7 7 7 7 7 7 7 7 7 7 2 2 7 7 7 7 7 7 7 7 7 7 "
e87109e9,False,28,24,26.69,"9 9 9 9 9 9 9 9 8 8 9 9 9 9 9 9 8 8 9 9 9 9 9 9  
9 9 9 9 9 9 9 9 8 8 9 9 9 9 9 9 8 8 9 9 9 9 9 9  
9 9 9 9 9 9 9 9 8 8 9 9 9 9 9 9 8 8 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 8 8 9 9 9 9 9 9 8 8 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9  
1 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9  
"
58f5dbd5,False,19,19,26.98,"3 3 3 3 3 3 3 3 3 3 3 3 3
3 2 2 3 3 9 3 3 3 3 3 4 3
3 2 3 3 2 9 9 3 3 3 3 4 3
3 2 2 3 3 3 9 3 3 3 3 4 3
3 3 3 3 3 3 3 3 3 3 3 4 3
3 5 3 3 3 1 1 1 3 3 3 4 3
3 3 5 3 5 3 1 3 3 3 3 3 3
3 5 3 5 3 1 3 1 3 3 3 2 3
3 3 3 3 3 3 3 3 3 3 3 2 3
3 8 8 8 3 7 7 3 3 3 3 2 3
3 8 3 8 3 3 7 7 3 3 3 2 3
3 3 8 3 3 7 7 3 3 3 3 2 3
3 3 3 3 3 3 3 3 3 3 3 3 3
3 6 3 3 3 4 4 3 3 3 3 6 3
3 3 6 3 6 3 4 3 3 3 3 6 3
3 6 3 3 3 3 4 4 3 3 3 6 3
3 3 3 3 3 3 3 3 3 3 3 6 3
3 3 3 3 3 3 3 3 3 3 3 6 3
3 3 3 3 3 3 3 3 3 3 3 3 3"
1ae2feb7_1,False,8,8,27.57,"0 0 0 0 0 0 0 0 0 0 0 0 3 0 0  
0 0 0 0 0 0 0 0 0 0 0 2 3 2 0  
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0  
0 0 0 0 0 0 0 0 0 0 4 4 3 4 4  
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0  
0 0 0 0 0 0 0 0 6 6 6 6 3 6 6  
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0  
0 0 0 0 0 0 0 0 0 0 9 7 3 7 9  "
