task_id,correct,predicted_rows,gt_rows,elapsed_s,raw_response
d59b0160,False,16,16,14.04,"7 2 7 3 7 7 7 7 7 7 7 7 7 7 7 7
7 7 5 3 7 7 7 7 7 7 7 7 7 7 7 7
7 4 7 3 7 7 7 7 7 7 7 7 7 7 7 7
3 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
9 0 7 7 7 7 0 0 0 7 9 0 0 0 0 0
0 8 7 0 0 7 0 5 0 7 0 0 0 6 5 0
0 0 7 0 0 7 2 0 4 7 0 2 0 0 0 0
0 0 7 0 0 7 0 0 0 7 0 0 4 0 8 0
0 0 7 0 5 7 0 1 0 7 0 9 4 0 5 0
6 0 7 0 5 7 0 0 9 7 7 7 7 7 7 7
0 0 7 5 0 7 7 7 7 7 7 0 0 0 0 0
5 0 7 5 0 7 7 7 7 7 7 0 0 9 0 1
0 0 7 0 5 7 7 7 7 7 7 1 0 4 0 0
5 0 7 0 4 7 7 7 7 7 7 7 7 7 7 7
0 0 7 0 2 7 7 7 7 7 "
a6f40cea,False,15,8,14.39,"7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7"
eee78d87,False,16,16,14.38,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 7 7 0 9 7 9 9 7 9 0 7 7 0 7 7
0 0 0 0 0 9 9 9 9 9 9 0 0 0 0 0
0 0 7 7 0 9 7 9 9 7 9 0 7 7 0 7 7
0 0 7 7 0 9 7 9 9 7 9 0 7 7 0 7 7
0 0 0 0 0 9 9 9 9 9 9 0 0 0 0 0
0 0 7 7 0 9 7 9 9 7 9 0 7 7 0 7 7
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 7 7 0 7 7 0 7 7 0 7 7 0 7 7
0 0 0 0 0 0 "
b9e38dc0,False,15,15,15.08,"1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 4 4 1 1 1 1 4 4 4 1 1
1 1 1 1 3 3 3 3 3 3 4 4 1 4 4 4 4 1 1
1 1 1 1 3 3 3 3 3 3 3 3 4 4 4 4 4 1 1
1 1 8 3 3 3 3 3 3 3 3 3 3 3 2 4 4 1 1
1 1 1 3 3 3 3 3 3 3 3 3 4 4 4 4 4 1 1
1 1 1 1 3 3 3 3 3 3 4 4 4 4 4 4 1 1 1
1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 "
2b83f449,False,19,19,15.43,"8 8 8 8 8 8 8 8 8 8 6 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 8 6 8 0 0 0 0 0
3 3 8 8 8 8 8 8 8 8 6 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 8 6 8 0 0
8 8 8 8 8 8 8 0 8 8 6 8 8 6 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 8 8 8 8 8 8 8 8 8 6 8 8 8 8 8 3
0 0 0 0 0 0 8 6 8 0 0 0 0 0 0 0 0
3 8 8 8 8 8 8 6 8 8 6 8 8 8 8 8 3
0 0 0 8 6 8 0 0 0 0 0 0 0 0 0 0 0
8 8 8 8 8 8 8 6 8 8 0 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 8 8 8 8 8 8 6 8 8 8 8 8 8 8 8 3
0 0 0 0 0 0 0 0 0 8 6 8 0 0 0 0 0
3 8 8 8 8 8 8 6 8 8 8 8 "
62593bfd_1,False,20,19,17.0,"9 9 9 9 9 9 9 9 9 9 9 7 7 9 9 9 9 9 9 9 9 9 9 3 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 7 9 9 9 9 9 9 9 9 9 9 3 9 3 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 4 4 9 9 9 9 9 3 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 "
67e490f4,False,11,7,18.03,"4 4 4 4 4 4 4 4 4 4 4
4 1 1 4 4 2 4 4 1 1 4
4 1 4 4 4 2 4 4 4 1 4
4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 6 4 4 4 4 4
4 7 7 4 6 6 6 4 7 7 4
4 4 4 4 4 6 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4
4 8 8 4 4 9 4 4 8 8 4
4 8 8 4 4 9 4 4 8 8 4
4 4 4 4 4 4 4 4 4 4 4"
62593bfd_0,False,25,25,18.37,"1 1 1 1 3 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1
1 1 1 1 1 3 3 3 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1
1 1 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 3 3 3 1 1 1 1
1 1 1 1 1 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
1 1 1 1 3 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"
9aaea919,False,30,30,19.74,"4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 "
195c6913_0,False,30,30,20.34,"4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4
4 4 4 4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4 4
4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 4
4 4 7 7 7 7 7 4 4 4 "
64efde09,False,29,29,21.03,"8 8 8 8 1 1 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
9 9 9 9 4 1 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 4 2 8 8 8 8 8 8 8 8 8 8 8 8 3 2 2 2 2 1 1 8 8 8 8
8 8 8 8 4 2 8 8 8 8 8 8 8 8 8 8 8 8 3 4 4 4 4 4 1 8 8 8 8
8 8 8 8 4 2 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 4 2 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 3 3 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 "
6e4f6532_1,False,30,30,21.43,"3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7
1 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 "
db695cfb,False,25,25,21.77,"3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 1 3 3 3
3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 6 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3
3 3 1 3 3 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 1 3 3 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 1 3 3 6 3 3 3 3 3 3 6 3 3 3 3 3 3
3 3 3 3 3 1 3 3 6 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 1 3 3 6 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 1 3 3 1 6 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 1 3 3 3 6 3 3 3 3 3 3 "
581f7754_0,False,14,14,22.11,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 6 4 6 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 8 8 8 8
6 8 8 8 8 8 2 8 8 8 8 8 8 8 4 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 4 8 8 2 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 4 4 4 8 8 8 8 4 8 8 8 8 8 8 3 3 3
8 2 8 4 8 4 8 8 4 4 4 8 8 8 8 8 8 3 8 3
8 8 8 4 4 4 8 8 4 4 6 8 8 8 8 8 8 3 8 3
8 8 8 8 6 8 8 8 8 8 4 8 8 8 8 8 8 3 6 3
4 8 8 8 8 8 8 8 8 8 8 8 2 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2 8 8 8 8 8 8 8 8 8 "
581f7754_1,False,11,11,22.45,"4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 4 4 4 4 4 4 4
4 4 4 1 1 1 4 4 4 4 4 4 4 1 4 4 4 4 4 4 4 4
4 4 4 1 4 1 4 4 4 4 4 4 4 1 4 4 4 4 4 4 4 2
4 4 4 1 2 1 4 4 4 4 4 4 4 1 4 4 4 1 4 4 4 4
4 4 4 1 4 1 1 1 4 4 4 4 4 1 4 1 1 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 2 1 4 8 4 1 4 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 2 4 1 4 4 4 4
4 4 4 4 4 4 4 4 4 1 1 1 4 4 4 4 4 4 4 4 4 8
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4"
195c6913_1,False,30,30,23.77,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 8 8 8 8 9 9
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9 9 "
e87109e9,False,30,24,24.59,"2 2 2 8 8 2 2 2 8 8 3 3 2 2 2 8 8 2 2 4 4 4 4 2
2 2 2 8 8 2 2 2 8 8 3 3 2 2 2 8 8 2 2 4 4 4 4 2
2 2 2 8 8 2 2 2 8 8 3 3 2 2 2 8 8 2 2 4 4 4 4 2
2 2 2 8 8 2 2 2 8 8 3 3 2 2 2 8 8 2 2 4 4 4 4 2
9 9 9 8 8 9 9 9 8 8 9 9 9 9 9 8 8 9 9 9 9 9 9 9
9 9 9 8 8 9 9 9 8 8 9 9 9 9 9 8 8 9 9 9 9 9 9 9
9 9 9 8 8 9 9 9 8 8 9 9 9 9 9 8 8 9 9 9 9 9 9 9
1 1 1 8 8 9 9 9 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9
1 1 1 8 8 9 9 9 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9
1 1 1 8 8 9 9 9 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9
1 1 1 8 8 9 9 9 8 8 "
1ae2feb7_2,False,8,8,25.51,"0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 4 4
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 7 7
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 6 6
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 5 5"
